0	50000	2.21E-09	6000	1	0	1	1.00E-08	200000	2000	1	2000	h	0
0	50000	2.21E-09	21000	1	0	1	1.00E-08	200000	2000	1	2000	h	0
0	50000	2.21E-09	1000000	1	0	1	1.00E-08	200000	2000	1	2000	h	0
0	100000	2.21E-09	6000	0	0	1	1.00E-08	200000	2000	0.97	2000	h	0
0	100000	2.21E-09	6000	0	0	1	1.00E-08	200000	2000	1	2000	h	0
0	100000	2.21E-09	6000	0	0	1	1.00E-08	200000	2000	1.03	2000	h	0
0	100000	2.21E-09	21000	0	0	1	1.00E-08	200000	2000	0.97	2000	h	0
0	100000	2.21E-09	21000	0	0	1	1.00E-08	200000	2000	1	2000	h	0
0	100000	2.21E-09	1000000	0	0	1	1.00E-08	200000	2000	0.97	2000	h	0
0	100000	2.21E-09	1000000	0	0	1	1.00E-08	200000	2000	1	2000	h	0
0	100000	2.21E-09	1000000	0	0	1	1.00E-08	200000	2000	1.03	2000	h	0
0	200000	2.21E-09	6000	1	0	1	1.00E-08	100000	2000	0.97	2000	h	0
0	200000	2.21E-09	6000	0	0	1	1.00E-08	100000	2000	0.97	2000	h	0
0	200000	2.21E-09	6000	1	0	1	1.00E-08	100000	2000	1	2000	h	0
0	200000	2.21E-09	6000	0	0	1	1.00E-08	100000	2000	1	2000	h	0
0	200000	2.21E-09	6000	1	0	1	1.00E-08	100000	2000	1.03	2000	h	0
0	200000	2.21E-09	6000	0	0	1	1.00E-08	100000	2000	1.03	2000	h	0
0	200000	2.21E-09	21000	1	0	1	1.00E-08	100000	2000	0.97	2000	h	0
0	200000	2.21E-09	21000	0	0	1	1.00E-08	100000	2000	0.97	2000	h	0
0	200000	2.21E-09	21000	1	0	1	1.00E-08	100000	2000	1	2000	h	0
0	200000	2.21E-09	21000	0	0	1	1.00E-08	100000	2000	1	2000	h	0
0	200000	2.21E-09	1000000	1	0	1	1.00E-08	100000	2000	0.97	2000	h	0
0	200000	2.21E-09	1000000	0	0	1	1.00E-08	100000	2000	0.97	2000	h	0
0	200000	2.21E-09	1000000	1	0	1	1.00E-08	100000	2000	1	2000	h	0
