0.1	800000	2.21e-10	4000000	1	1	2	1e-9
0.01	800000	2.21e-10	4000000	1	1	2	1e-9
0.001	800000	2.21e-10	4000000	1	1	2	1e-9
0.1	800000	2.21e-10	4000000	1	1	2	1e-8
0.01	800000	2.21e-10	4000000	1	1	2	1e-8
0.001	800000	2.21e-10	4000000	1	1	2	1e-8
0.1	800000	2.21e-10	4000000	1	1	2	1e-7
0.01	800000	2.21e-10	4000000	1	1	2	1e-7
0.001	800000	2.21e-10	4000000	1	1	2	1e-7
0.1	800000	2.21e-10	4000000	1	0	2	1e-9
0.01	800000	2.21e-10	4000000	1	0	2	1e-9
0.001	800000	2.21e-10	4000000	1	0	2	1e-9
0.1	800000	2.21e-10	4000000	1	0	2	1e-8
0.01	800000	2.21e-10	4000000	1	0	2	1e-8
0.001	800000	2.21e-10	4000000	1	0	2	1e-8
0.1	800000	2.21e-10	4000000	1	0	2	1e-7
0.01	800000	2.21e-10	4000000	1	0	2	1e-7
0.001	800000	2.21e-10	4000000	1	0	2	1e-7
0.1	800000	2.21e-10	4000000	0	1	2	1e-9
0.01	800000	2.21e-10	4000000	0	1	2	1e-9
0.001	800000	2.21e-10	4000000	0	1	2	1e-9
0.1	800000	2.21e-10	4000000	0	1	2	1e-8
0.01	800000	2.21e-10	4000000	0	1	2	1e-8
0.001	800000	2.21e-10	4000000	0	1	2	1e-8
0.1	800000	2.21e-10	4000000	0	1	2	1e-7
0.01	800000	2.21e-10	4000000	0	1	2	1e-7
0.001	800000	2.21e-10	4000000	0	1	2	1e-7
0.1	800000	2.21e-10	4000000	0	0	2	1e-9
0.01	800000	2.21e-10	4000000	0	0	2	1e-9
0.001	800000	2.21e-10	4000000	0	0	2	1e-9
0.1	800000	2.21e-10	4000000	0	0	2	1e-8
0.01	800000	2.21e-10	4000000	0	0	2	1e-8
0.001	800000	2.21e-10	4000000	0	0	2	1e-8
0.1	800000	2.21e-10	4000000	0	0	2	1e-7
0.01	800000	2.21e-10	4000000	0	0	2	1e-7
0.001	800000	2.21e-10	4000000	0	0	2	1e-7
0.1	800000	2.21e-10	2000000	1	1	2	1e-9
0.01	800000	2.21e-10	2000000	1	1	2	1e-9
0.001	800000	2.21e-10	2000000	1	1	2	1e-9
0.1	800000	2.21e-10	2000000	1	1	2	1e-8
0.01	800000	2.21e-10	2000000	1	1	2	1e-8
0.001	800000	2.21e-10	2000000	1	1	2	1e-8
0.1	800000	2.21e-10	2000000	1	1	2	1e-7
0.01	800000	2.21e-10	2000000	1	1	2	1e-7
0.001	800000	2.21e-10	2000000	1	1	2	1e-7
0.1	800000	2.21e-10	2000000	1	0	2	1e-9
0.01	800000	2.21e-10	2000000	1	0	2	1e-9
0.001	800000	2.21e-10	2000000	1	0	2	1e-9
0.1	800000	2.21e-10	2000000	1	0	2	1e-8
0.01	800000	2.21e-10	2000000	1	0	2	1e-8
0.001	800000	2.21e-10	2000000	1	0	2	1e-8
0.1	800000	2.21e-10	2000000	1	0	2	1e-7
